Pais1,Pais2,Distancia
Hungria,Bósnia-Herzegovina,407.8503013561234
Bósnia-Herzegovina,Itália,529.9642179280331
Itália,Bósnia-Herzegovina,529.9642179280331
Bósnia-Herzegovina,Kosovo,259.3747876854979
Kosovo,Bósnia-Herzegovina,259.3747876854979
Bósnia-Herzegovina,Letônia,1511.4031984557319
Letônia,Bósnia-Herzegovina,1511.4031984557319
Bósnia-Herzegovina,Lituânia,1301.8112207037527
Lituânia,Bósnia-Herzegovina,1301.8112207037527
Bósnia-Herzegovina,Liechtenstein,782.7398442117217
Liechtenstein,Bósnia-Herzegovina,782.7398442117217
Bósnia-Herzegovina,Luxemburgo,1131.6255259541003
Luxemburgo,Bósnia-Herzegovina,1131.6255259541003
Bósnia-Herzegovina,Macedônia do Norte,320.653133868654
Macedônia do Norte,Bósnia-Herzegovina,320.653133868654
Bósnia-Herzegovina,Moldávia,886.7785564802459
Moldávia,Bósnia-Herzegovina,886.7785564802459
Bósnia-Herzegovina,Montenegro,172.77258220320715
Montenegro,Bósnia-Herzegovina,172.77258220320715
Bósnia-Herzegovina,Noruega,1858.3911211404763
Noruega,Bósnia-Herzegovina,1858.3911211404763
Bósnia-Herzegovina,Países Baixos,1374.8602850637085
Países Baixos,Bósnia-Herzegovina,1374.8602850637085
Bósnia-Herzegovina,Polônia,950.7533586997008
Polônia,Bósnia-Herzegovina,950.7533586997008
Bósnia-Herzegovina,Portugal,2359.7750173930976
Portugal,Bósnia-Herzegovina,2359.7750173930976
Bósnia-Herzegovina,Inglaterra,1621.06299331698
Inglaterra,Bósnia-Herzegovina,1621.06299331698
Bósnia-Herzegovina,Romênia,616.6263030186568
Romênia,Bósnia-Herzegovina,616.6263030186568
Bósnia-Herzegovina,Rússia,1898.4526155684405
Rússia,Bósnia-Herzegovina,1898.4526155684405
Bósnia-Herzegovina,San Marino,477.1463831704758
San Marino,Bósnia-Herzegovina,477.1463831704758
Bósnia-Herzegovina,Sérvia,194.5235609986133
Sérvia,Bósnia-Herzegovina,194.5235609986133
Bósnia-Herzegovina,Suécia,1720.685082682799
Suécia,Bósnia-Herzegovina,1720.685082682799
Bósnia-Herzegovina,Suíça,921.5552969069362
Suíça,Bósnia-Herzegovina,921.5552969069362
Bósnia-Herzegovina,República Tcheca,754.2045971413075
República Tcheca,Bósnia-Herzegovina,754.2045971413075
Bósnia-Herzegovina,Ucrânia,1170.6973273654917
Ucrânia,Bósnia-Herzegovina,1170.6973273654917
Bósnia-Herzegovina,Vaticano,531.7994785738548
Vaticano,Bósnia-Herzegovina,531.7994785738548
Bulgária,Cazaquistão,3700.7481642357425
Cazaquistão,Bulgária,3700.7481642357425
Bulgária,Croácia,679.1953639173275
Croácia,Bulgária,679.1953639173275
Bulgária,Dinamarca,1636.8344833448655
Dinamarca,Bulgária,1636.8344833448655
Bulgária,Eslováquia,775.7109232739562
Eslováquia,Bulgária,775.7109232739562
Bulgária,Eslovênia,793.3790894806183
Eslovênia,Bulgária,793.3790894806183
Bulgária,Espanha,2253.210865413293
Espanha,Bulgária,2253.210865413293
Bulgária,Estônia,1725.742497069619
Estônia,Bulgária,1725.742497069619
Bulgária,Finlândia,1945.8990578092646
Finlândia,Bulgária,1945.8990578092646
Bulgária,França,1757.3263757277373
França,Bulgária,1757.3263757277373
Bulgária,Geórgia,1768.218684943108
Geórgia,Bulgária,1768.218684943108
Bulgária,Grécia,525.2860274072651
Grécia,Bulgária,525.2860274072651
Bulgária,Hungria,630.5176423608938
Hungria,Bulgária,630.5176423608938
Bulgária,Itália,895.3411846709083
Itália,Bulgária,895.3411846709083
Bulgária,Kosovo,176.3090130533822
Kosovo,Bulgária,176.3090130533822
Bulgária,Letônia,1587.7185201744267
Letônia,Bulgária,1587.7185201744267
Bulgária,Lituânia,1340.749968433197
Lituânia,Bulgária,1340.749968433197
Bulgária,Liechtenstein,1191.505427955779
Liechtenstein,Bulgária,1191.505427955779
Bulgária,Luxemburgo,1525.8820253778972
Luxemburgo,Bulgária,1525.8820253778972
Bulgária,Macedônia do Norte,174.17912135717492
Macedônia do Norte,Bulgária,174.17912135717492
Bulgária,Moldávia,648.3686976398334
Moldávia,Bulgária,648.3686976398334
Bulgária,Montenegro,334.00070836432224
Montenegro,Bulgária,334.00070836432224
Bulgária,Noruega,2096.085726539937
Noruega,Bulgária,2096.085726539937
Bulgária,Países Baixos,1743.0641099452519
Países Baixos,Bulgária,1743.0641099452519
Bulgária,Polônia,1073.8841469977153
Polônia,Bulgária,1073.8841469977153
Bulgária,Portugal,2754.1886714203624
Portugal,Bulgária,2754.1886714203624
Bulgária,Inglaterra,2014.5139899899946
Inglaterra,Bulgária,2014.5139899899946
Bulgária,Romênia,295.20388271921126
Romênia,Bulgária,295.20388271921126
Bulgária,Rússia,1777.413194008185
Rússia,Bulgária,1777.413194008185
Bulgária,San Marino,889.0372007420973
San Marino,Bulgária,889.0372007420973
Bulgária,Sérvia,328.72459286960463
Sérvia,Bulgária,328.72459286960463
Bulgária,Suécia,1884.0858294112902
Suécia,Bulgária,1884.0858294112902
Bulgária,Suíça,1335.3032805494547
Suíça,Bulgária,1335.3032805494547
Bulgária,República Tcheca,1064.9390646485797
República Tcheca,Bulgária,1064.9390646485797
Bulgária,Ucrânia,1021.7733476322522
Ucrânia,Bulgária,1021.7733476322522
Bulgária,Vaticano,897.5826573731451
Vaticano,Bulgária,897.5826573731451
Cazaquistão,Croácia,4030.4120540303734
Croácia,Cazaquistão,4030.4120540303734
Cazaquistão,Dinamarca,3813.1520059099867
Dinamarca,Cazaquistão,3813.1520059099867
Cazaquistão,Eslováquia,3834.7306928980574
Eslováquia,Cazaquistão,3834.7306928980574
Cazaquistão,Eslovênia,4116.957375459722
Eslovênia,Cazaquistão,4116.957375459722
Cazaquistão,Espanha,5685.457645383293
Espanha,Cazaquistão,5685.457645383293
Cazaquistão,Estônia,2429.2505207261893
Estônia,Cazaquistão,2429.2505207261893
Cazaquistão,Finlândia,3009.2163714169305
Finlândia,Cazaquistão,3009.2163714169305
Cazaquistão,França,4756.991116114299
França,Cazaquistão,4756.991116114299
Cazaquistão,Geórgia,2278.7811267322763
Geórgia,Cazaquistão,2278.7811267322763
Cazaquistão,Grécia,3970.1286321411235
Grécia,Cazaquistão,3970.1286321411235
Cazaquistão,Hungria,3736.8331815832926
Hungria,Cazaquistão,3736.8331815832926
Cazaquistão,Itália,4497.90017604174
Itália,Cazaquistão,4497.90017604174
Cazaquistão,Kosovo,3852.521072350391
Kosovo,Cazaquistão,3852.521072350391
Cazaquistão,Letônia,3088.647677606337
Letônia,Cazaquistão,3088.647677606337
Cazaquistão,Lituânia,3061.3056020249815
Lituânia,Cazaquistão,3061.3056020249815
Cazaquistão,Liechtenstein,4389.806510332869
Liechtenstein,Cazaquistão,4389.806510332869
Cazaquistão,Luxemburgo,4476.611000068453
Luxemburgo,Cazaquistão,4476.611000068453
Cazaquistão,Macedônia do Norte,3874.0598333141156
Macedônia do Norte,Cazaquistão,3874.0598333141156
Cazaquistão,Moldávia,3089.359758127767
Moldávia,Cazaquistão,3089.359758127767
Cazaquistão,Montenegro,3998.3888687721187
Montenegro,Cazaquistão,3998.3888687721187
Cazaquistão,Noruega,3792.753795432438
Noruega,Cazaquistão,3792.753795432438
Cazaquistão,Países Baixos,4414.159268857654
Países Baixos,Cazaquistão,4414.159268857654
Cazaquistão,Polônia,3405.6972198467242
Polônia,Cazaquistão,3405.6972198467242
Cazaquistão,Portugal,6163.154129740162
Portugal,Cazaquistão,6163.154129740162
Cazaquistão,Inglaterra,4764.371637884433
Inglaterra,Cazaquistão,4764.371637884433
Cazaquistão,Romênia,3410.2397043108535
Romênia,Cazaquistão,3410.2397043108535
Cazaquistão,Rússia,2271.364079427682
Rússia,Cazaquistão,2271.364079427682
Cazaquistão,San Marino,4375.370831564416
San Marino,Cazaquistão,4375.370831564416
Cazaquistão,Sérvia,3779.1722522349974
Sérvia,Cazaquistão,3779.1722522349974
Cazaquistão,Suécia,3400.6465515181058
Suécia,Cazaquistão,3400.6465515181058
Cazaquistão,Suíça,4536.64272879104
Suíça,Cazaquistão,4536.64272879104
Cazaquistão,República Tcheca,3919.798829488214
República Tcheca,Cazaquistão,3919.798829488214
Cazaquistão,Ucrânia,2837.8372471905395
Ucrânia,Cazaquistão,2837.8372471905395
Cazaquistão,Vaticano,4499.487573736727
Vaticano,Cazaquistão,4499.487573736727
Croácia,Dinamarca,1122.1457287936555
Dinamarca,Croácia,1122.1457287936555
Croácia,Eslováquia,273.1683550749601
Eslováquia,Croácia,273.1683550749601
Croácia,Eslovênia,117.27985039314775
Eslovênia,Croácia,117.27985039314775
Croácia,Espanha,1701.3963075014678
Espanha,Croácia,1701.3963075014678
Croácia,Estônia,2330.9503658277513
Estônia,Croácia,2330.9503658277513
Croácia,Finlândia,1701.4241670597362
Finlândia,Croácia,1701.4241670597362
Croácia,França,1079.660356625906
França,Croácia,1079.660356625906
Croácia,Geórgia,2346.213305920353
Geórgia,Croácia,2346.213305920353
Croácia,Grécia,1080.1705684402157
Grécia,Croácia,1080.1705684402157
Croácia,Hungria,299.12485005958627
Hungria,Croácia,299.12485005958627
Croácia,Itália,518.1172960054305
Itália,Croácia,518.1172960054305
Croácia,Kosovo,541.4335050764197
Kosovo,Croácia,541.4335050764197
Croácia,Letônia,1359.985553073426
Letônia,Croácia,1359.985553073426
Croácia,Lituânia,1185.345501467368
Lituânia,Croácia,1185.345501467368
Croácia,Liechtenstein,516.0515020903802
Liechtenstein,Croácia,516.0515020903802
Croácia,Luxemburgo,848.3232791609136
Luxemburgo,Croácia,848.3232791609136
Croácia,Macedônia do Norte,608.255617713213
Macedônia do Norte,Croácia,608.255617713213
Croácia,Moldávia,995.3265644113026
Moldávia,Croácia,995.3265644113026
Croácia,Montenegro,458.2504915900421
Montenegro,Croácia,458.2504915900421
Croácia,Noruega,1605.3188930150068
Noruega,Croácia,1605.3188930150068
Croácia,Países Baixos,1084.8277546570914
Países Baixos,Croácia,1084.8277546570914
Croácia,Polônia,801.5970848231374
Polônia,Croácia,801.5970848231374
Croácia,Portugal,2201.0568129649077
Portugal,Croácia,2201.0568129649077
Croácia,Inglaterra,1337.793764393993
Inglaterra,Croácia,1337.793764393993
Croácia,Romênia,808.3487950107616
Romênia,Croácia,808.3487950107616
Croácia,Rússia,1867.2819878869775
Rússia,Croácia,1867.2819878869775
Croácia,San Marino,347.0229633853266
San Marino,Croácia,347.0229633853266
Croácia,Sérvia,367.5087111385014
Sérvia,Croácia,367.5087111385014
Croácia,Suécia,1509.1368673385332
Suécia,Croácia,1509.1368673385332
Croácia,Suíça,666.3183790943566
Suíça,Croácia,666.3183790943566
Croácia,República Tcheca,487.4797328934448
República Tcheca,Croácia,487.4797328934448
Croácia,Ucrânia,1193.2909227404134
Ucrânia,Croácia,1193.2909227404134
Croácia,Vaticano,518.7832152465344
Vaticano,Croácia,518.7832152465344
Dinamarca,Eslováquia,892.5805760468703
Eslováquia,Dinamarca,892.5805760468703
Dinamarca,Eslovênia,1078.0956929767851
Eslovênia,Dinamarca,1078.0956929767851
Dinamarca,Espanha,2072.61903521107
Espanha,Dinamarca,2072.61903521107
Dinamarca,Estônia,2843.6190397586374
Estônia,Dinamarca,2843.6190397586374
Dinamarca,Finlândia,882.8437797963425
Finlândia,Dinamarca,882.8437797963425
Dinamarca,França,1026.6475650812383
França,Dinamarca,1026.6475650812383
Dinamarca,Geórgia,2792.3199720604825
Geórgia,Dinamarca,2792.3199720604825
Dinamarca,Grécia,2136.4297726792884
Grécia,Dinamarca,2136.4297726792884
Dinamarca,Hungria,1012.3210843934107
Hungria,Dinamarca,1012.3210843934107
Dinamarca,Itália,1532.2109464004238
Itália,Dinamarca,1532.2109464004238
Dinamarca,Kosovo,1573.403147024807
Kosovo,Dinamarca,1573.403147024807
Dinamarca,Letônia,724.8164327806135
Letônia,Dinamarca,724.8164327806135
Dinamarca,Lituânia,813.3172221046972
Lituânia,Dinamarca,813.3172221046972
Dinamarca,Liechtenstein,972.0537461991652
Liechtenstein,Dinamarca,972.0537461991652
Dinamarca,Luxemburgo,801.3157925220214
Luxemburgo,Dinamarca,801.3157925220214
Dinamarca,Macedônia do Norte,1650.1746161912156
Macedônia do Norte,Dinamarca,1650.1746161912156
Dinamarca,Moldávia,1480.003899901435
Moldávia,Dinamarca,1480.003899901435
Dinamarca,Montenegro,1549.7055945654765
Montenegro,Dinamarca,1549.7055945654765
Dinamarca,Noruega,483.3054219511834
Noruega,Dinamarca,483.3054219511834
Dinamarca,Países Baixos,620.7197039739665
Países Baixos,Dinamarca,620.7197039739665
Dinamarca,Polônia,671.6770970881229
Polônia,Dinamarca,671.6770970881229
Dinamarca,Portugal,2477.427625515186
Portugal,Dinamarca,2477.427625515186
Dinamarca,Inglaterra,955.5616203666394
Inglaterra,Dinamarca,955.5616203666394
Dinamarca,Romênia,1574.8126435446088
Romênia,Dinamarca,1574.8126435446088
Dinamarca,Rússia,1560.4142306741196
Rússia,Dinamarca,1560.4142306741196
Dinamarca,San Marino,1304.7556830036563
San Marino,Dinamarca,1304.7556830036563
Dinamarca,Sérvia,1329.9923485147062
Sérvia,Dinamarca,1329.9923485147062
Dinamarca,Suécia,522.1290446459301
Suécia,Dinamarca,522.1290446459301
Dinamarca,Suíça,1033.0328388060602
Suíça,Dinamarca,1033.0328388060602
Dinamarca,República Tcheca,635.2037008725279
República Tcheca,Dinamarca,635.2037008725279
Dinamarca,Ucrânia,1327.9512593133807
Ucrânia,Dinamarca,1327.9512593133807
Dinamarca,Vaticano,1531.530429643646
Vaticano,Dinamarca,1531.530429643646
Eslováquia,Eslovênia,304.72464883175485
Eslovênia,Eslováquia,304.72464883175485
Eslováquia,Espanha,1858.1858234535068
Espanha,Eslováquia,1858.1858234535068
Eslováquia,Estônia,2285.281168844027
Estônia,Eslováquia,2285.281168844027
Eslováquia,Finlândia,1428.283096936383
Finlândia,Eslováquia,1428.283096936383
Eslováquia,França,1088.3188938871556
França,Eslováquia,1088.3188938871556
Eslováquia,Geórgia,2281.018170102075
Geórgia,Eslováquia,2281.018170102075
Eslováquia,Grécia,1250.5198979497636
Grécia,Eslováquia,1250.5198979497636
Eslováquia,Hungria,161.39558074582072
Hungria,Eslováquia,161.39558074582072
Eslováquia,Itália,784.1417750421009
Itália,Eslováquia,784.1417750421009
Eslováquia,Kosovo,687.088686905733
Kosovo,Eslováquia,687.088686905733
Eslováquia,Letônia,1087.4576208858768
Letônia,Eslováquia,1087.4576208858768
Eslováquia,Lituânia,920.5496116605625
Lituânia,Eslováquia,920.5496116605625
Eslováquia,Liechtenstein,579.0339880289104
Liechtenstein,Eslováquia,579.0339880289104
Eslováquia,Luxemburgo,818.1477785032255
Luxemburgo,Eslováquia,818.1477785032255
Eslováquia,Macedônia do Norte,763.0233496366116
Macedônia do Norte,Eslováquia,763.0233496366116
Eslováquia,Moldávia,889.9364035801283
Moldávia,Eslováquia,889.9364035801283
Eslováquia,Montenegro,657.6596393768135
Montenegro,Eslováquia,657.6596393768135
Eslováquia,Noruega,1370.983407796296
Noruega,Eslováquia,1370.983407796296
Eslováquia,Países Baixos,984.5000721714341
Países Baixos,Eslováquia,984.5000721714341
Eslováquia,Polônia,531.9843306238798
Polônia,Eslováquia,531.9843306238798
Eslováquia,Portugal,2348.4580297489524
Portugal,Eslováquia,2348.4580297489524
Eslováquia,Inglaterra,1287.974809771701
Inglaterra,Eslováquia,1287.974809771701
Eslováquia,Romênia,804.8222273550612
Romênia,Eslováquia,804.8222273550612
Eslováquia,Rússia,1631.2261760637282
Rússia,Eslováquia,1631.2261760637282
Eslováquia,San Marino,589.2947118708921
San Marino,Eslováquia,589.2947118708921
Eslováquia,Sérvia,451.05094088192
Sérvia,Eslováquia,451.05094088192
Eslováquia,Suécia,1244.8114724739478
Suécia,Eslováquia,1244.8114724739478
Eslováquia,Suíça,736.7040047050591
Suíça,Eslováquia,736.7040047050591
Eslováquia,República Tcheca,289.230753179407
República Tcheca,Eslováquia,289.230753179407
Eslováquia,Ucrânia,1004.406121936833
Ucrânia,Eslováquia,1004.406121936833
Eslováquia,Vaticano,784.5697009620551
Vaticano,Eslováquia,784.5697009620551
Eslovênia,Espanha,1598.180254150406
Espanha,Eslovênia,1598.180254150406
Eslovênia,Estônia,2446.916400591483
Estônia,Eslovênia,2446.916400591483
Eslovênia,Finlândia,1712.0366752056307
Finlândia,Eslovênia,1712.0366752056307
Eslovênia,França,964.137114724791
França,Eslovênia,964.137114724791
Eslovênia,Geórgia,2460.6627851364665
Geórgia,Eslovênia,2460.6627851364665
Eslovênia,Grécia,1175.715857658439
Grécia,Eslovênia,1175.715857658439
Eslovênia,Hungria,380.58554223469304
Hungria,Eslovênia,380.58554223469304
Eslovênia,Itália,490.07119809311445
Itália,Eslovênia,490.07119809311445
Eslovênia,Kosovo,649.8285001565656
Kosovo,Eslovênia,649.8285001565656
Eslovênia,Letônia,1380.1895718106427
Letônia,Eslovênia,1380.1895718106427
Eslovênia,Lituânia,1223.833477795666
Lituânia,Eslovênia,1223.833477795666
Eslovênia,Liechtenstein,399.3796154886824
Liechtenstein,Eslovênia,399.3796154886824
Eslovênia,Luxemburgo,738.8812521322697
Luxemburgo,Eslovênia,738.8812521322697
Eslovênia,Macedônia do Norte,713.5008667114053
Macedônia do Norte,Eslovênia,713.5008667114053
Eslovênia,Moldávia,1101.846818980708
Moldávia,Eslovênia,1101.846818980708
Eslovênia,Montenegro,552.9668094391768
Montenegro,Eslovênia,552.9668094391768
Eslovênia,Noruega,1560.5461995921348
Noruega,Eslovênia,1560.5461995921348
Eslovênia,Países Baixos,987.7795166974028
Países Baixos,Eslovênia,987.7795166974028
Eslovênia,Polônia,832.9977440583576
Polônia,Eslovênia,832.9977440583576
Eslovênia,Portugal,2096.0789856346005
Portugal,Eslovênia,2096.0789856346005
Eslovênia,Inglaterra,1228.4314460558774
Inglaterra,Eslovênia,1228.4314460558774
Eslovênia,Romênia,924.9880342639409
Romênia,Eslovênia,924.9880342639409
Eslovênia,Rússia,1932.102459915274
Rússia,Eslovênia,1932.102459915274
Eslovênia,San Marino,284.96153981357804
San Marino,Eslovênia,284.96153981357804
Eslovênia,Sérvia,484.7192600658573
Sérvia,Eslovênia,484.7192600658573
Eslovênia,Suécia,1494.6883766795065
Suécia,Eslovênia,1494.6883766795065
Eslovênia,Suíça,549.0391892639582
Suíça,Eslovênia,549.0391892639582
Eslovênia,República Tcheca,446.87547051506385
República Tcheca,Eslovênia,446.87547051506385
Eslovênia,Ucrânia,1279.3855389611033
Ucrânia,Eslovênia,1279.3855389611033
Eslovênia,Vaticano,490.1830464964845
Vaticano,Eslovênia,490.1830464964845
Espanha,Estônia,3978.7553300839318
Estônia,Espanha,3978.7553300839318
Espanha,Finlândia,2948.361322772837
Finlândia,Espanha,2948.361322772837
Espanha,França,1052.9438571772607
França,Espanha,1052.9438571772607
Espanha,Geórgia,4014.968134714694
Geórgia,Espanha,4014.968134714694
Espanha,Grécia,2369.5294125381583
Grécia,Espanha,2369.5294125381583
Espanha,Hungria,1974.1100322812295
Hungria,Espanha,1974.1100322812295
Espanha,Itália,1362.9378573650115
Itália,Espanha,1362.9378573650115
Espanha,Kosovo,2077.2121348570286
Kosovo,Espanha,2077.2121348570286
Espanha,Letônia,2713.901087933388
Letônia,Espanha,2713.901087933388
Espanha,Lituânia,2661.111336850297
Lituânia,Espanha,2661.111336850297
Espanha,Liechtenstein,1295.7793274924036
Liechtenstein,Espanha,1295.7793274924036
Espanha,Luxemburgo,1279.527495634682
Luxemburgo,Espanha,1279.527495634682
Espanha,Macedônia do Norte,2101.9121339977946
Macedônia do Norte,Espanha,2101.9121339977946
Espanha,Moldávia,2696.5543796582206
Moldávia,Espanha,2696.5543796582206
Espanha,Montenegro,1921.6917095016474
Montenegro,Espanha,1921.6917095016474
Espanha,Noruega,2387.948283659054
Noruega,Espanha,2387.948283659054
Espanha,Países Baixos,1481.359571031552
Países Baixos,Espanha,1481.359571031552
Espanha,Polônia,2289.819778011857
Polônia,Espanha,2289.819778011857
Espanha,Portugal,502.4899438056848
Portugal,Espanha,502.4899438056848
Espanha,Inglaterra,1263.3953202679565
Inglaterra,Espanha,1263.3953202679565
Espanha,Romênia,2472.6394041782373
Romênia,Espanha,2472.6394041782373
Espanha,Rússia,3440.319576985964
Rússia,Espanha,3440.319576985964
Espanha,San Marino,1385.5685440074112
San Marino,Espanha,1385.5685440074112
Espanha,Sérvia,2028.674275609454
Sérvia,Espanha,2028.674275609454
Espanha,Suécia,2593.0183108246024
Suécia,Espanha,2593.0183108246024
Espanha,Suíça,1151.9483263988072
Suíça,Espanha,1151.9483263988072
Espanha,República Tcheca,1772.7553363870245
República Tcheca,Espanha,1772.7553363870245
Espanha,Ucrânia,2862.591610262661
Ucrânia,Espanha,2862.591610262661
Espanha,Vaticano,1360.5727835707164
Vaticano,Espanha,1360.5727835707164
Estônia,Finlândia,2558.546636793172
Finlândia,Estônia,2558.546636793172
Estônia,França,3372.8501173313466
França,Estônia,3372.8501173313466
Estônia,Geórgia,165.11645123051528
Geórgia,Estônia,165.11645123051528
Estônia,Grécia,1753.231037438889
Grécia,Estônia,1753.231037438889
Estônia,Hungria,2128.8007860999364
Hungria,Estônia,2128.8007860999364
Estônia,Itália,2619.876781367813
Itália,Estônia,2619.876781367813
Estônia,Kosovo,1901.9402160258417
Kosovo,Estônia,1901.9402160258417
Estônia,Letônia,2329.1557125286236
Letônia,Estônia,2329.1557125286236
Estônia,Lituânia,2103.27025066311
Lituânia,Estônia,2103.27025066311
Estônia,Liechtenstein,2834.4429969899757
Liechtenstein,Estônia,2834.4429969899757
Estônia,Luxemburgo,3102.3882887900236
Luxemburgo,Estônia,3102.3882887900236
Estônia,Macedônia do Norte,1881.9278183187555
Macedônia do Norte,Estônia,1881.9278183187555
Estônia,Moldávia,1410.7442650358178
Moldávia,Estônia,1410.7442650358178
Estônia,Montenegro,2058.5240390216336
Montenegro,Estônia,2058.5240390216336
Estônia,Noruega,3147.9419766668607
Noruega,Estônia,3147.9419766668607
Estônia,Países Baixos,3223.851314935689
Países Baixos,Estônia,3223.851314935689
Estônia,Polônia,2179.878511282791
Polônia,Estônia,2179.878511282791
Estônia,Portugal,4479.92335043185
Portugal,Estônia,4479.92335043185
Estônia,Inglaterra,3557.507489538322
Inglaterra,Estônia,3557.507489538322
Estônia,Romênia,1523.6511360243112
Romênia,Estônia,1523.6511360243112
Estônia,Rússia,1769.8625757346254
Rússia,Estônia,1769.8625757346254
Estônia,San Marino,2603.746195306697
San Marino,Estônia,2603.746195306697
Estônia,Sérvia,1971.4556726889916
Sérvia,Estônia,1971.4556726889916
Estônia,Suécia,2768.54647132983
Suécia,Estônia,2768.54647132983
Estônia,Suíça,2990.854770002876
Suíça,Estônia,2990.854770002876
Estônia,República Tcheca,2523.196130207644
República Tcheca,Estônia,2523.196130207644
Estônia,Ucrânia,1525.0522712670472
Ucrânia,Estônia,1525.0522712670472
Estônia,Vaticano,2622.1612223151396
Vaticano,Estônia,2622.1612223151396
Finlândia,França,1908.4281096698976
França,Finlândia,1908.4281096698976
Finlândia,Geórgia,2460.290687165515
Geórgia,Finlândia,2460.290687165515
Finlândia,Grécia,2468.452417484238
Grécia,Finlândia,2468.452417484238
Finlândia,Hungria,1459.8266514180357
Hungria,Finlândia,1459.8266514180357
Finlândia,Itália,2202.106219352284
Itália,Finlândia,2202.106219352284
Finlândia,Kosovo,1963.4031830163328
Kosovo,Finlândia,1963.4031830163328
Finlândia,Letônia,359.3158070184797
Letônia,Finlândia,359.3158070184797
Finlândia,Lituânia,609.9884587365268
Lituânia,Finlândia,609.9884587365268
Finlândia,Liechtenstein,1760.0705254807262
Liechtenstein,Finlândia,1760.0705254807262
Finlândia,Luxemburgo,1669.5040522002714
Luxemburgo,Finlândia,1669.5040522002714
Finlândia,Macedônia do Norte,2034.7461800848796
Macedônia do Norte,Finlândia,2034.7461800848796
Finlândia,Moldávia,1485.362772293291
Moldávia,Finlândia,1485.362772293291
Finlândia,Montenegro,2009.873611892772
Montenegro,Finlândia,2009.873611892772
Finlândia,Noruega,786.7115120893918
Noruega,Finlândia,786.7115120893918
Finlândia,Países Baixos,1501.3128033301043
Países Baixos,Finlândia,1501.3128033301043
Finlândia,Polônia,915.2950628123974
Polônia,Finlândia,915.2950628123974
Finlândia,Portugal,3360.1855750549485
Portugal,Finlândia,3360.1855750549485
Finlândia,Inglaterra,1820.8964414690465
Inglaterra,Finlândia,1820.8964414690465
Finlândia,Romênia,1752.2724846885017
Romênia,Finlândia,1752.2724846885017
Finlândia,Rússia,892.2902994729355
Rússia,Finlândia,892.2902994729355
Finlândia,San Marino,1988.2846484749784
San Marino,Finlândia,1988.2846484749784
Finlândia,Sérvia,1733.3702388947552
Sérvia,Finlândia,1733.3702388947552
Finlândia,Suécia,395.8178027598507
Suécia,Finlândia,395.8178027598507
Finlândia,Suíça,1857.6506898801506
Suíça,Finlândia,1857.6506898801506
Finlândia,República Tcheca,1302.5042802699436
República Tcheca,Finlândia,1302.5042802699436
Finlândia,Ucrânia,1136.1189957067234
Ucrânia,Finlândia,1136.1189957067234
Finlândia,Vaticano,2202.2074377847334
Vaticano,Finlândia,2202.2074377847334
França,Geórgia,3369.015499859706
Geórgia,França,3369.015499859706
França,Grécia,2095.9514291229316
Grécia,França,2095.9514291229316
França,Hungria,1244.078268998535
Hungria,França,1244.078268998535
França,Itália,1105.1085102426964
Itália,França,1105.1085102426964
França,Kosovo,1608.1693433088992
Kosovo,França,1608.1693433088992
França,Letônia,1703.7153264548042
Letônia,França,1703.7153264548042
França,Lituânia,1695.8726751171912
Lituânia,França,1695.8726751171912
França,Liechtenstein,566.3068191061874
Liechtenstein,França,566.3068191061874
França,Luxemburgo,286.9763515768484
Luxemburgo,França,286.9763515768484
França,Macedônia do Norte,1666.168155102598
Macedônia do Norte,França,1666.168155102598
França,Moldávia,1975.6644433906522
Moldávia,França,1975.6644433906522
França,Montenegro,1491.4592768007167
Montenegro,França,1491.4592768007167
França,Noruega,1341.8995395682487
Noruega,França,1341.8995395682487
França,Países Baixos,429.7877663239496
Países Baixos,França,429.7877663239496
França,Polônia,1366.5658109393482
Polônia,França,1366.5658109393482
França,Portugal,1452.9751055178501
Portugal,França,1452.9751055178501
França,Inglaterra,343.40967602148874
Inglaterra,França,343.40967602148874
França,Romênia,1870.3596241261448
Romênia,França,1870.3596241261448
França,Rússia,2486.2450889564157
Rússia,França,2486.2450889564157
França,San Marino,947.0492743761279
San Marino,França,947.0492743761279
França,Sérvia,1445.0462120319485
Sérvia,França,1445.0462120319485
França,Suécia,1543.4961692252234
Suécia,França,1543.4961692252234
França,Suíça,435.0648699000279
Suíça,França,435.0648699000279
França,República Tcheca,882.8508730903962
República Tcheca,França,882.8508730903962
França,Ucrânia,2023.584041634682
Ucrânia,França,2023.584041634682
França,Vaticano,1102.9978031403489
Vaticano,França,1102.9978031403489
Geórgia,Grécia,1840.966941773918
Grécia,Geórgia,1840.966941773918
Geórgia,Hungria,2128.0125306663836
Hungria,Geórgia,2128.0125306663836
Geórgia,Itália,2663.307650378957
Itália,Geórgia,2663.307650378957
Geórgia,Kosovo,1944.282245972497
Kosovo,Geórgia,1944.282245972497
Geórgia,Letônia,2247.650920499456
Letônia,Geórgia,2247.650920499456
Geórgia,Lituânia,2031.6571755934226
Lituânia,Geórgia,2031.6571755934226
Geórgia,Liechtenstein,2841.184996850944
Liechtenstein,Geórgia,2841.184996850944
Geórgia,Luxemburgo,3093.8246225320026
Luxemburgo,Geórgia,3093.8246225320026
Geórgia,Macedônia do Norte,1930.5882870017842
Macedônia do Norte,Geórgia,1930.5882870017842
Geórgia,Moldávia,1394.9235092330712
